Date,Region,State,Condition,Temperature_C,Precipitation_mm
2025-02-12,Southern,Kerala,Clear,17.9,0.3
2025-02-12,Southern,Andhra Pradesh,Cold,12.1,2.0
2025-02-12,Southern,Telangana,Clear,14.6,3.3
2025-02-12,North-Eastern,Assam,Clear,15.4,4.4
2025-02-12,North-Eastern,Meghalaya,Clear,19.2,2.9
2025-02-12,North-Eastern,Manipur,Cold,14.9,3.7
2025-02-12,North-Eastern,Nagaland,Cold,19.2,2.4
2025-02-12,North-Eastern,Tripura,Cold,16.5,1.2
2025-02-13,Northern,Delhi,Cold,10.5,0.9
2025-02-13,Northern,Punjab,Clear,11.0,4.1
2025-02-13,Northern,Haryana,Clear,15.9,0.9
2025-02-13,Northern,Himachal Pradesh,Cold,15.9,0.6
2025-02-13,Northern,Uttarakhand,Clear,18.0,1.1
2025-02-13,Northern,Jammu & Kashmir,Clear,18.4,1.7
2025-02-13,Western,Maharashtra,Clear,13.2,3.4
2025-02-13,Western,Gujarat,Clear,11.4,2.9
2025-02-13,Western,Rajasthan,Cold,15.9,3.8
2025-02-13,Western,Goa,Clear,12.7,0.3
2025-02-13,Eastern,West Bengal,Clear,13.7,0.8
2025-02-13,Eastern,Odisha,Cold,19.3,2.2
2025-02-13,Eastern,Bihar,Cold,17.9,0.7
2025-02-13,Eastern,Jharkhand,Clear,17.8,3.1
2025-02-13,Southern,Karnataka,Cold,10.8,4.4
2025-02-13,Southern,Tamil Nadu,Cold,10.9,0.9
2025-02-13,Southern,Kerala,Clear,12.8,3.0
2025-02-13,Southern,Andhra Pradesh,Clear,17.7,4.0
2025-02-13,Southern,Telangana,Clear,11.4,0.6
2025-02-13,North-Eastern,Assam,Clear,14.1,2.6
2025-02-13,North-Eastern,Meghalaya,Cold,10.4,3.1
2025-02-13,North-Eastern,Manipur,Cold,16.1,3.6
2025-02-13,North-Eastern,Nagaland,Cold,17.8,3.1
2025-02-13,North-Eastern,Tripura,Clear,15.6,2.1
2025-02-14,Northern,Delhi,Cold,15.3,0.6
2025-02-14,Northern,Punjab,Cold,18.6,3.1
2025-02-14,Northern,Haryana,Clear,14.6,2.5
2025-02-14,Northern,Himachal Pradesh,Clear,12.8,3.3
2025-02-14,Northern,Uttarakhand,Cold,11.5,0.6
2025-02-14,Northern,Jammu & Kashmir,Clear,11.6,2.5
2025-02-14,Western,Maharashtra,Cold,13.6,0.3
2025-02-14,Western,Gujarat,Cold,13.3,2.2
2025-02-14,Western,Rajasthan,Clear,17.4,0.2
2025-02-14,Western,Goa,Clear,17.9,0.9
2025-02-14,Eastern,West Bengal,Clear,10.7,2.6
2025-02-14,Eastern,Odisha,Cold,15.9,3.6
2025-02-14,Eastern,Bihar,Clear,17.5,2.1
2025-02-14,Eastern,Jharkhand,Clear,11.1,1.2
2025-02-14,Southern,Karnataka,Cold,17.4,0.5
2025-02-14,Southern,Tamil Nadu,Cold,12.2,1.9
2025-02-14,Southern,Kerala,Clear,10.5,2.9
2025-02-14,Southern,Andhra Pradesh,Clear,19.3,0.7
2025-02-14,Southern,Telangana,Clear,13.7,0.9
2025-02-14,North-Eastern,Assam,Clear,16.3,3.6
2025-02-14,North-Eastern,Meghalaya,Clear,11.3,1.0
2025-02-14,North-Eastern,Manipur,Clear,12.8,2.8
2025-02-14,North-Eastern,Nagaland,Cold,14.6,4.3
2025-02-14,North-Eastern,Tripura,Cold,12.2,3.8
2025-02-15,Northern,Delhi,Clear,17.9,3.0
2025-02-15,Northern,Punjab,Clear,19.1,4.8
2025-02-15,Northern,Haryana,Clear,18.6,4.9
2025-02-15,Northern,Himachal Pradesh,Cold,15.2,2.1
2025-02-15,Northern,Uttarakhand,Cold,18.4,3.0
2025-02-15,Northern,Jammu & Kashmir,Clear,14.3,0.1
2025-02-15,Western,Maharashtra,Cold,14.3,1.2
2025-02-15,Western,Gujarat,Cold,15.9,4.5
2025-02-15,Western,Rajasthan,Cold,19.0,4.6
2025-02-15,Western,Goa,Clear,10.4,4.9
2025-02-15,Eastern,West Bengal,Clear,15.0,3.7
2025-02-15,Eastern,Odisha,Clear,14.8,2.7
2025-02-15,Eastern,Bihar,Clear,14.5,4.1
2025-02-15,Eastern,Jharkhand,Cold,17.5,0.4
2025-02-15,Southern,Karnataka,Clear,19.5,3.7
2025-02-15,Southern,Tamil Nadu,Cold,12.4,1.8
2025-02-15,Southern,Kerala,Cold,16.7,0.1
2025-02-15,Southern,Andhra Pradesh,Cold,18.6,3.5
2025-02-15,Southern,Telangana,Clear,19.8,2.9
2025-02-15,North-Eastern,Assam,Clear,18.7,3.9
2025-02-15,North-Eastern,Meghalaya,Clear,18.7,0.9
2025-02-15,North-Eastern,Manipur,Clear,16.3,2.3
2025-02-15,North-Eastern,Nagaland,Clear,18.9,0.4
2025-02-15,North-Eastern,Tripura,Clear,13.0,2.7
2025-02-16,Northern,Delhi,Clear,16.1,3.5
2025-02-16,Northern,Punjab,Clear,17.9,4.0
2025-02-16,Northern,Haryana,Cold,13.4,3.1
2025-02-16,Northern,Himachal Pradesh,Cold,19.1,2.6
2025-02-16,Northern,Uttarakhand,Clear,11.1,4.4
2025-02-16,Northern,Jammu & Kashmir,Clear,10.4,2.3
2025-02-16,Western,Maharashtra,Clear,15.6,0.9
2025-02-16,Western,Gujarat,Cold,17.7,2.8
2025-02-16,Western,Rajasthan,Cold,12.4,4.9
2025-02-16,Western,Goa,Cold,17.4,3.2
2025-02-16,Eastern,West Bengal,Clear,17.0,4.4
2025-02-16,Eastern,Odisha,Clear,13.2,3.8
2025-02-16,Eastern,Bihar,Clear,14.2,2.5
2025-02-16,Eastern,Jharkhand,Cold,13.5,0.3
2025-02-16,Southern,Karnataka,Clear,18.3,2.5
2025-02-16,Southern,Tamil Nadu,Clear,16.8,3.5
2025-02-16,Southern,Kerala,Clear,14.5,4.5
2025-02-16,Southern,Andhra Pradesh,Clear,19.5,4.0
2025-02-16,Southern,Telangana,Cold,18.8,0.9
2025-02-16,North-Eastern,Assam,Cold,19.0,0.4
2025-02-16,North-Eastern,Meghalaya,Clear,10.8,4.8
2025-02-16,North-Eastern,Manipur,Cold,17.0,1.4
2025-02-16,North-Eastern,Nagaland,Clear,12.0,0.8
2025-02-16,North-Eastern,Tripura,Clear,14.2,0.1
2025-02-17,Northern,Delhi,Clear,11.3,2.7
2025-02-17,Northern,Punjab,Clear,17.4,2.1
2025-02-17,Northern,Haryana,Cold,10.6,1.5
2025-02-17,Northern,Himachal Pradesh,Cold,15.2,4.2
2025-02-17,Northern,Uttarakhand,Clear,13.4,2.1
2025-02-17,Northern,Jammu & Kashmir,Clear,14.9,3.9
2025-02-17,Western,Maharashtra,Clear,18.4,3.5
2025-02-17,Western,Gujarat,Clear,15.7,2.3
2025-02-17,Western,Rajasthan,Clear,12.6,0.9
2025-02-17,Western,Goa,Clear,12.9,1.9
2025-02-17,Eastern,West Bengal,Cold,12.8,0.7
2025-02-17,Eastern,Odisha,Cold,11.6,3.1
2025-02-17,Eastern,Bihar,Clear,19.7,1.4
2025-02-17,Eastern,Jharkhand,Clear,16.7,3.5
2025-02-17,Southern,Karnataka,Cold,11.2,0.8
2025-02-17,Southern,Tamil Nadu,Clear,14.4,2.9
2025-02-17,Southern,Kerala,Clear,15.6,0.9
2025-02-17,Southern,Andhra Pradesh,Cold,19.8,3.3
2025-02-17,Southern,Telangana,Cold,15.4,1.9
2025-02-17,North-Eastern,Assam,Cold,11.2,2.7
2025-02-17,North-Eastern,Meghalaya,Cold,15.0,2.0
2025-02-17,North-Eastern,Manipur,Cold,19.3,4.7
2025-02-17,North-Eastern,Nagaland,Cold,17.4,0.0
2025-02-17,North-Eastern,Tripura,Clear,17.1,1.7
2025-02-18,Northern,Delhi,Clear,19.7,4.5
2025-02-18,Northern,Punjab,Clear,18.0,3.3
2025-02-18,Northern,Haryana,Clear,14.4,4.5
2025-02-18,Northern,Himachal Pradesh,Clear,14.8,0.6
2025-02-18,Northern,Uttarakhand,Cold,15.5,0.7
2025-02-18,Northern,Jammu & Kashmir,Clear,16.2,0.1
2025-02-18,Western,Maharashtra,Cold,10.9,2.2
2025-02-18,Western,Gujarat,Cold,12.0,3.0
2025-02-18,Western,Rajasthan,Clear,19.4,1.1
2025-02-18,Western,Goa,Clear,10.8,1.0
2025-02-18,Eastern,West Bengal,Clear,19.6,3.4
2025-02-18,Eastern,Odisha,Clear,14.9,2.0
2025-02-18,Eastern,Bihar,Clear,19.4,3.0
2025-02-18,Eastern,Jharkhand,Clear,11.5,1.8
2025-02-18,Southern,Karnataka,Clear,13.7,1.8
2025-02-18,Southern,Tamil Nadu,Clear,13.1,1.7
2025-02-18,Southern,Kerala,Clear,10.9,4.4
2025-02-18,Southern,Andhra Pradesh,Clear,17.4,4.4
2025-02-18,Southern,Telangana,Clear,12.9,4.0
2025-02-18,North-Eastern,Assam,Clear,14.2,4.9
2025-02-18,North-Eastern,Meghalaya,Clear,15.9,0.7
2025-02-18,North-Eastern,Manipur,Cold,13.0,0.7
2025-02-18,North-Eastern,Nagaland,Clear,10.7,4.9
2025-02-18,North-Eastern,Tripura,Clear,10.9,3.8
2025-02-19,Northern,Delhi,Clear,12.7,3.2
2025-02-19,Northern,Punjab,Cold,17.1,2.8
2025-02-19,Northern,Haryana,Cold,18.3,1.0
2025-02-19,Northern,Himachal Pradesh,Clear,10.4,2.8
2025-02-19,Northern,Uttarakhand,Clear,13.0,4.2
2025-02-19,Northern,Jammu & Kashmir,Clear,12.2,3.7
2025-02-19,Western,Maharashtra,Cold,13.0,0.8
2025-02-19,Western,Gujarat,Clear,14.7,4.2
2025-02-19,Western,Rajasthan,Clear,12.9,3.3
2025-02-19,Western,Goa,Cold,16.9,2.5
2025-02-19,Eastern,West Bengal,Cold,17.6,0.1
2025-02-19,Eastern,Odisha,Clear,10.7,5.0
2025-02-19,Eastern,Bihar,Clear,14.8,1.8
2025-02-19,Eastern,Jharkhand,Clear,16.3,4.3
2025-02-19,Southern,Karnataka,Clear,18.2,4.9
2025-02-19,Southern,Tamil Nadu,Clear,15.8,2.6
2025-02-19,Southern,Kerala,Clear,10.6,0.8
2025-02-19,Southern,Andhra Pradesh,Clear,16.9,2.3
2025-02-19,Southern,Telangana,Clear,12.7,0.8
2025-02-19,North-Eastern,Assam,Clear,19.6,3.2
2025-02-19,North-Eastern,Meghalaya,Cold,15.3,1.4
2025-02-19,North-Eastern,Manipur,Cold,17.7,2.6
2025-02-19,North-Eastern,Nagaland,Cold,16.0,3.8
2025-02-19,North-Eastern,Tripura,Cold,18.7,2.7
2025-02-20,Northern,Delhi,Clear,12.7,4.0
2025-02-20,Northern,Punjab,Clear,11.0,3.4
2025-02-20,Northern,Haryana,Clear,11.4,1.8
2025-02-20,Northern,Himachal Pradesh,Cold,13.7,2.6
2025-02-20,Northern,Uttarakhand,Clear,19.2,2.1
2025-02-20,Northern,Jammu & Kashmir,Cold,11.5,0.5
2025-02-20,Western,Maharashtra,Cold,18.0,4.2
2025-02-20,Western,Gujarat,Clear,18.3,3.1
2025-02-20,Western,Rajasthan,Clear,17.1,4.2
2025-02-20,Western,Goa,Clear,11.1,3.8
2025-02-20,Eastern,West Bengal,Clear,11.2,4.6
2025-02-20,Eastern,Odisha,Cold,14.8,4.6
2025-02-20,Eastern,Bihar,Clear,11.4,3.5
2025-02-20,Eastern,Jharkhand,Clear,16.0,4.4
2025-02-20,Southern,Karnataka,Clear,13.0,0.9
2025-02-20,Southern,Tamil Nadu,Clear,12.2,4.1
2025-02-20,Southern,Kerala,Clear,12.3,0.7
2025-02-20,Southern,Andhra Pradesh,Cold,19.8,1.0
2025-02-20,Southern,Telangana,Clear,17.8,3.5
2025-02-20,North-Eastern,Assam,Cold,14.8,0.1
2025-02-20,North-Eastern,Meghalaya,Clear,11.1,0.2
2025-02-20,North-Eastern,Manipur,Clear,10.6,2.6
2025-02-20,North-Eastern,Nagaland,Cold,10.4,4.5
2025-02-20,North-Eastern,Tripura,Clear,17.5,3.3
2025-02-21,Northern,Delhi,Cold,12.1,4.6
2025-02-21,Northern,Punjab,Cold,13.5,0.9
2025-02-21,Northern,Haryana,Cold,17.5,0.7
2025-02-21,Northern,Himachal Pradesh,Clear,13.5,4.7
2025-02-21,Northern,Uttarakhand,Cold,17.8,4.3
2025-02-21,Northern,Jammu & Kashmir,Clear,15.7,1.2
2025-02-21,Western,Maharashtra,Cold,17.6,4.1
2025-02-21,Western,Gujarat,Clear,11.9,1.1
2025-02-21,Western,Rajasthan,Clear,17.5,0.9
2025-02-21,Western,Goa,Cold,11.0,4.9
2025-02-21,Eastern,West Bengal,Cold,18.5,4.6
2025-02-21,Eastern,Odisha,Clear,15.9,1.8
2025-02-21,Eastern,Bihar,Clear,11.1,3.4
2025-02-21,Eastern,Jharkhand,Clear,14.2,4.9
2025-02-21,Southern,Karnataka,Clear,11.1,1.1
2025-02-21,Southern,Tamil Nadu,Clear,11.1,0.6
2025-02-21,Southern,Kerala,Cold,13.6,2.5
2025-02-21,Southern,Andhra Pradesh,Clear,10.4,2.8
2025-02-21,Southern,Telangana,Clear,13.8,2.5
2025-02-21,North-Eastern,Assam,Clear,13.1,3.0
2025-02-21,North-Eastern,Meghalaya,Clear,14.1,1.1
2025-02-21,North-Eastern,Manipur,Clear,10.7,0.9
2025-02-21,North-Eastern,Nagaland,Clear,13.7,4.7
2025-02-21,North-Eastern,Tripura,Cold,14.9,5.0
2025-02-22,Northern,Delhi,Cold,15.2,2.0
2025-02-22,Northern,Punjab,Clear,11.4,0.4
2025-02-22,Northern,Haryana,Clear,19.8,3.5
2025-02-22,Northern,Himachal Pradesh,Clear,19.8,4.6
2025-02-22,Northern,Uttarakhand,Cold,12.0,1.8
2025-02-22,Northern,Jammu & Kashmir,Cold,19.9,3.0
2025-02-22,Western,Maharashtra,Cold,14.2,1.2
2025-02-22,Western,Gujarat,Clear,17.1,1.4
2025-02-22,Western,Rajasthan,Clear,17.6,3.0
2025-02-22,Western,Goa,Clear,13.6,4.7
2025-02-22,Eastern,West Bengal,Clear,14.0,3.0
2025-02-22,Eastern,Odisha,Clear,11.5,2.6
2025-02-22,Eastern,Bihar,Clear,12.5,0.5
2025-02-22,Eastern,Jharkhand,Clear,19.4,1.2
2025-02-22,Southern,Karnataka,Cold,10.5,0.5
2025-02-22,Southern,Tamil Nadu,Cold,10.3,2.5
2025-02-22,Southern,Kerala,Cold,16.8,1.9
2025-02-22,Southern,Andhra Pradesh,Cold,16.2,1.5
2025-02-22,Southern,Telangana,Cold,15.2,3.3
2025-02-22,North-Eastern,Assam,Clear,12.0,4.0
2025-02-22,North-Eastern,Meghalaya,Clear,15.0,2.5
2025-02-22,North-Eastern,Manipur,Clear,18.6,1.7
2025-02-22,North-Eastern,Nagaland,Clear,17.6,0.1
2025-02-22,North-Eastern,Tripura,Clear,11.2,4.4
2025-02-23,Northern,Delhi,Clear,13.8,1.6
2025-02-23,Northern,Punjab,Clear,11.8,0.2
2025-02-23,Northern,Haryana,Clear,13.0,4.3
2025-02-23,Northern,Himachal Pradesh,Clear,14.3,0.8
2025-02-23,Northern,Uttarakhand,Clear,14.9,3.6
2025-02-23,Northern,Jammu & Kashmir,Cold,14.9,2.8
2025-02-23,Western,Maharashtra,Clear,15.7,3.4
2025-02-23,Western,Gujarat,Clear,11.6,2.8
2025-02-23,Western,Rajasthan,Cold,14.9,2.0
2025-02-23,Western,Goa,Clear,13.5,3.1
2025-02-23,Eastern,West Bengal,Clear,10.3,1.6
2025-02-23,Eastern,Odisha,Cold,13.7,0.6
2025-02-23,Eastern,Bihar,Clear,17.7,2.9
2025-02-23,Eastern,Jharkhand,Clear,11.0,1.7
2025-02-23,Southern,Karnataka,Clear,14.1,5.0
2025-02-23,Southern,Tamil Nadu,Cold,12.5,3.3
2025-02-23,Southern,Kerala,Clear,10.8,1.6
2025-02-23,Southern,Andhra Pradesh,Clear,13.0,0.3
2025-02-23,Southern,Telangana,Clear,15.4,0.8
2025-02-23,North-Eastern,Assam,Cold,18.6,2.3
2025-02-23,North-Eastern,Meghalaya,Clear,14.2,2.6
2025-02-23,North-Eastern,Manipur,Cold,15.9,3.5
2025-02-23,North-Eastern,Nagaland,Clear,13.9,1.9
2025-02-23,North-Eastern,Tripura,Clear,14.9,0.5
2025-02-24,Northern,Delhi,Clear,13.4,3.4
2025-02-24,Northern,Punjab,Clear,16.7,4.1
2025-02-24,Northern,Haryana,Cold,13.6,3.1
2025-02-24,Northern,Himachal Pradesh,Clear,16.4,1.0
2025-02-24,Northern,Uttarakhand,Cold,15.4,4.2
2025-02-24,Northern,Jammu & Kashmir,Clear,13.0,1.3
2025-02-24,Western,Maharashtra,Clear,12.3,2.0
2025-02-24,Western,Gujarat,Clear,17.2,4.8
2025-02-24,Western,Rajasthan,Clear,13.4,0.5
2025-02-24,Western,Goa,Cold,15.3,2.8
2025-02-24,Eastern,West Bengal,Clear,18.0,1.0
2025-02-24,Eastern,Odisha,Clear,15.0,4.1
2025-02-24,Eastern,Bihar,Clear,15.4,2.2
2025-02-24,Eastern,Jharkhand,Cold,12.5,2.1
2025-02-24,Southern,Karnataka,Clear,17.6,2.3
2025-02-24,Southern,Tamil Nadu,Cold,16.3,4.4
2025-02-24,Southern,Kerala,Clear,15.8,4.3
2025-02-24,Southern,Andhra Pradesh,Cold,18.2,3.3
2025-02-24,Southern,Telangana,Clear,16.4,1.3
2025-02-24,North-Eastern,Assam,Clear,19.1,4.3
2025-02-24,North-Eastern,Meghalaya,Clear,10.6,3.6
2025-02-24,North-Eastern,Manipur,Cold,11.5,1.8
2025-02-24,North-Eastern,Nagaland,Cold,17.7,3.7
2025-02-24,North-Eastern,Tripura,Clear,18.6,2.1
2025-02-25,Northern,Delhi,Cold,18.5,3.2
2025-02-25,Northern,Punjab,Clear,16.5,4.1
2025-02-25,Northern,Haryana,Clear,12.4,3.4
2025-02-25,Northern,Himachal Pradesh,Cold,11.9,0.6
2025-02-25,Northern,Uttarakhand,Cold,13.1,4.0
2025-02-25,Northern,Jammu & Kashmir,Clear,14.4,2.8
2025-02-25,Western,Maharashtra,Clear,12.0,4.5
2025-02-25,Western,Gujarat,Clear,12.6,0.7
2025-02-25,Western,Rajasthan,Clear,11.8,3.3
2025-02-25,Western,Goa,Cold,14.9,4.8
2025-02-25,Eastern,West Bengal,Cold,19.0,0.3
2025-02-25,Eastern,Odisha,Clear,18.7,3.0
2025-02-25,Eastern,Bihar,Clear,16.7,4.5
2025-02-25,Eastern,Jharkhand,Cold,18.4,2.0
2025-02-25,Southern,Karnataka,Cold,15.7,1.2
2025-02-25,Southern,Tamil Nadu,Clear,15.2,4.7
2025-02-25,Southern,Kerala,Clear,19.3,4.7
2025-02-25,Southern,Andhra Pradesh,Clear,10.9,2.5
2025-02-25,Southern,Telangana,Clear,18.1,0.6
2025-02-25,North-Eastern,Assam,Clear,17.4,4.2
2025-02-25,North-Eastern,Meghalaya,Clear,19.4,3.7
2025-02-25,North-Eastern,Manipur,Cold,11.8,0.7
2025-02-25,North-Eastern,Nagaland,Clear,12.5,2.2
2025-02-25,North-Eastern,Tripura,Clear,15.3,0.3
2025-02-26,Northern,Delhi,Clear,13.2,4.7
2025-02-26,Northern,Punjab,Clear,12.5,2.4
2025-02-26,Northern,Haryana,Clear,19.4,4.4
2025-02-26,Northern,Himachal Pradesh,Clear,13.7,2.4
2025-02-26,Northern,Uttarakhand,Clear,19.7,0.1
2025-02-26,Northern,Jammu & Kashmir,Clear,17.4,0.2
2025-02-26,Western,Maharashtra,Cold,17.9,3.5
2025-02-26,Western,Gujarat,Cold,13.8,1.3
2025-02-26,Western,Rajasthan,Clear,13.6,4.8
2025-02-26,Western,Goa,Clear,18.7,0.6
2025-02-26,Eastern,West Bengal,Clear,19.1,1.9
2025-02-26,Eastern,Odisha,Clear,19.2,4.6
2025-02-26,Eastern,Bihar,Clear,18.2,0.5
2025-02-26,Eastern,Jharkhand,Cold,18.6,1.5
2025-02-26,Southern,Karnataka,Cold,16.3,4.6
2025-02-26,Southern,Tamil Nadu,Clear,10.3,2.0
2025-02-26,Southern,Kerala,Cold,19.4,4.1
2025-02-26,Southern,Andhra Pradesh,Clear,19.3,3.7
2025-02-26,Southern,Telangana,Clear,18.8,3.6
2025-02-26,North-Eastern,Assam,Cold,17.0,4.1
2025-02-26,North-Eastern,Meghalaya,Clear,14.2,0.3
2025-02-26,North-Eastern,Manipur,Clear,17.4,4.1
2025-02-26,North-Eastern,Nagaland,Clear,17.6,3.5
2025-02-26,North-Eastern,Tripura,Clear,16.3,3.2
2025-02-27,Northern,Delhi,Clear,14.0,0.7
2025-02-27,Northern,Punjab,Clear,15.8,1.5
2025-02-27,Northern,Haryana,Cold,15.2,0.8
2025-02-27,Northern,Himachal Pradesh,Clear,18.5,3.8
2025-02-27,Northern,Uttarakhand,Clear,19.4,2.1
2025-02-27,Northern,Jammu & Kashmir,Clear,17.4,2.4
2025-02-27,Western,Maharashtra,Clear,15.9,0.9
2025-02-27,Western,Gujarat,Clear,12.0,4.0
2025-02-27,Western,Rajasthan,Clear,13.9,1.8
2025-02-27,Western,Goa,Clear,18.8,4.7
2025-02-27,Eastern,West Bengal,Cold,10.2,0.1
2025-02-27,Eastern,Odisha,Clear,16.3,3.2
2025-02-27,Eastern,Bihar,Cold,12.0,4.9
2025-02-27,Eastern,Jharkhand,Clear,10.5,4.3
2025-02-27,Southern,Karnataka,Clear,12.6,2.1
2025-02-27,Southern,Tamil Nadu,Cold,11.7,4.8
2025-02-27,Southern,Kerala,Clear,17.2,0.6
2025-02-27,Southern,Andhra Pradesh,Clear,19.3,3.9
2025-02-27,Southern,Telangana,Clear,12.2,2.5
2025-02-27,North-Eastern,Assam,Cold,18.6,1.0
2025-02-27,North-Eastern,Meghalaya,Clear,14.9,1.4
2025-02-27,North-Eastern,Manipur,Cold,12.1,2.2
2025-02-27,North-Eastern,Nagaland,Cold,12.8,5.0
2025-02-27,North-Eastern,Tripura,Clear,11.8,0.9
2025-02-28,Northern,Delhi,Cold,19.8,0.1
2025-02-28,Northern,Punjab,Cold,19.1,3.1
2025-02-28,Northern,Haryana,Clear,16.5,2.9
2025-02-28,Northern,Himachal Pradesh,Cold,11.3,0.1
2025-02-28,Northern,Uttarakhand,Clear,14.0,4.9
2025-02-28,Northern,Jammu & Kashmir,Cold,17.1,3.6
2025-02-28,Western,Maharashtra,Clear,10.7,3.0
2025-02-28,Western,Gujarat,Clear,13.3,0.3
2025-02-28,Western,Rajasthan,Cold,13.5,2.4
2025-02-28,Western,Goa,Clear,19.7,4.7
2025-02-28,Eastern,West Bengal,Clear,18.1,3.5
2025-02-28,Eastern,Odisha,Cold,16.2,1.3
2025-02-28,Eastern,Bihar,Clear,16.7,4.9
2025-02-28,Eastern,Jharkhand,Cold,15.6,4.8
2025-02-28,Southern,Karnataka,Clear,11.7,0.9
2025-02-28,Southern,Tamil Nadu,Clear,18.8,4.7
2025-02-28,Southern,Kerala,Cold,17.1,0.4
2025-02-28,Southern,Andhra Pradesh,Clear,11.2,0.7
2025-02-28,Southern,Telangana,Cold,15.0,4.9
2025-02-28,North-Eastern,Assam,Clear,19.3,3.7
2025-02-28,North-Eastern,Meghalaya,Clear,12.6,4.5
2025-02-28,North-Eastern,Manipur,Clear,14.4,2.6
2025-02-28,North-Eastern,Nagaland,Cold,19.9,1.6
2025-02-28,North-Eastern,Tripura,Cold,19.2,2.8
2025-03-01,Northern,Delhi,Extreme_Heat,32.2,0.3
2025-03-01,Northern,Punjab,Clear,29.7,0.9
2025-03-01,Northern,Haryana,Clear,29.4,3.5
2025-03-01,Northern,Himachal Pradesh,Extreme_Heat,35.3,0.2
2025-03-01,Northern,Uttarakhand,Extreme_Heat,31.7,2.3
2025-03-01,Northern,Jammu & Kashmir,Clear,25.9,0.6
2025-03-01,Western,Maharashtra,Clear,26.7,0.9
2025-03-01,Western,Gujarat,Clear,31.6,2.8
2025-03-01,Western,Rajasthan,Clear,34.7,2.9
2025-03-01,Western,Goa,Clear,25.8,2.1
2025-03-01,Eastern,West Bengal,Extreme_Heat,43.3,3.4
2025-03-01,Eastern,Odisha,Clear,34.8,1.4
2025-03-01,Eastern,Bihar,Clear,30.9,2.0
2025-03-01,Eastern,Jharkhand,Clear,26.5,4.2
2025-03-01,Southern,Karnataka,Clear,32.1,2.3
2025-03-01,Southern,Tamil Nadu,Extreme_Heat,44.3,2.3
2025-03-01,Southern,Kerala,Clear,25.4,1.6
2025-03-01,Southern,Andhra Pradesh,Extreme_Heat,41.0,1.6
2025-03-01,Southern,Telangana,Clear,25.5,1.1
2025-03-01,North-Eastern,Assam,Clear,25.6,1.6
2025-03-01,North-Eastern,Meghalaya,Clear,31.0,2.7
2025-03-01,North-Eastern,Manipur,Clear,26.8,2.0
2025-03-01,North-Eastern,Nagaland,Extreme_Heat,42.8,0.4
2025-03-01,North-Eastern,Tripura,Clear,29.0,1.9
2025-03-02,Northern,Delhi,Clear,29.9,0.6
2025-03-02,Northern,Punjab,Extreme_Heat,43.8,3.7
2025-03-02,Northern,Haryana,Clear,26.0,1.8
2025-03-02,Northern,Himachal Pradesh,Clear,29.9,2.6
2025-03-02,Northern,Uttarakhand,Extreme_Heat,38.4,2.4
2025-03-02,Northern,Jammu & Kashmir,Extreme_Heat,36.3,0.5
2025-03-02,Western,Maharashtra,Clear,29.3,3.1
2025-03-02,Western,Gujarat,Extreme_Heat,37.7,0.5
2025-03-02,Western,Rajasthan,Extreme_Heat,39.7,3.4
2025-03-02,Western,Goa,Clear,30.3,4.7
2025-03-02,Eastern,West Bengal,Clear,29.4,1.5
2025-03-02,Eastern,Odisha,Extreme_Heat,44.8,1.5
2025-03-02,Eastern,Bihar,Clear,30.2,4.2
2025-03-02,Eastern,Jharkhand,Clear,30.5,2.8
2025-03-02,Southern,Karnataka,Clear,30.1,2.6
2025-03-02,Southern,Tamil Nadu,Extreme_Heat,39.9,0.5
2025-03-02,Southern,Kerala,Clear,30.9,1.8
2025-03-02,Southern,Andhra Pradesh,Clear,31.6,0.6
2025-03-02,Southern,Telangana,Clear,33.4,3.9
2025-03-02,North-Eastern,Assam,Clear,33.8,0.4
2025-03-02,North-Eastern,Meghalaya,Clear,32.2,1.6
2025-03-02,North-Eastern,Manipur,Extreme_Heat,34.0,3.1
2025-03-02,North-Eastern,Nagaland,Clear,25.8,1.1
2025-03-02,North-Eastern,Tripura,Clear,26.1,4.4
2025-03-03,Northern,Delhi,Clear,26.2,0.0
2025-03-03,Northern,Punjab,Clear,29.6,3.3
2025-03-03,Northern,Haryana,Extreme_Heat,44.5,4.3
2025-03-03,Northern,Himachal Pradesh,Extreme_Heat,42.2,1.5
2025-03-03,Northern,Uttarakhand,Clear,34.6,3.5
2025-03-03,Northern,Jammu & Kashmir,Extreme_Heat,31.3,4.0
2025-03-03,Western,Maharashtra,Clear,26.1,0.1
2025-03-03,Western,Gujarat,Clear,26.9,3.5
2025-03-03,Western,Rajasthan,Clear,31.5,1.0
2025-03-03,Western,Goa,Clear,31.3,2.2
2025-03-03,Eastern,West Bengal,Clear,32.7,0.4
2025-03-03,Eastern,Odisha,Clear,25.2,2.4
2025-03-03,Eastern,Bihar,Clear,32.4,4.5
2025-03-03,Eastern,Jharkhand,Extreme_Heat,37.1,4.8
2025-03-03,Southern,Karnataka,Extreme_Heat,33.0,2.9
2025-03-03,Southern,Tamil Nadu,Extreme_Heat,30.1,0.3
2025-03-03,Southern,Kerala,Extreme_Heat,42.7,4.9
2025-03-03,Southern,Andhra Pradesh,Clear,29.0,0.2
2025-03-03,Southern,Telangana,Extreme_Heat,30.9,1.2
2025-03-03,North-Eastern,Assam,Clear,28.2,2.1
2025-03-03,North-Eastern,Meghalaya,Clear,31.5,1.3
