item_code,project_title,serial_number,description,unit,quantity,rate_per_unit,total_cost,material_category,shelf_life,reorder_frequency,procurement_lead_time,has_components,component_count
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,4-SUB,22 kV Pin Insulators with G.I. Pins,No.,3.0,336.0,1008.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,4-SUB,Strain Hardware for 55 Sq.mm AAAC,No.,6.0,140.0,840.0,other,Variable,As needed,1-2 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,4-SUB,Disc Insulator 11 KV 70 KN,No.,12.0,344.0,4128.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,4-SUB,H.T.Stay Set,No.,4.0,598.0,2392.0,other,Variable,As needed,1-2 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,4-SUB,G.I.Stay Wire 7/4mm(8 SWG),Kg.,24.0,57.45,1378.8,electrical,Long (>5 years),As needed,2-4 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,4-SUB,Earthing Sets H.T,No,3.0,342.0,1026.0,other,Variable,As needed,1-2 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,4-SUB,G.I.Wire 8 SWG/ 6 SWG,kg.,5.0,57.4,287.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,4-SUB,L.A.s 22KV (Gapless type) with disconnector,No.,2.0,2280.0,4560.0,other,Variable,As needed,1-2 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,4-SUB,Danger Board in yard.,No.,2.0,50.0,100.0,lumber,Medium (1-2 years),Bi-monthly,1-2 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,4-SUB,Concreting ration 1:3:6,Cmt.,2.5,3027.0,7567.5,other,Variable,As needed,1-2 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,4-SUB,"Sundries, such as Nut-Bolts, wedge connectors, Washers, Jumper & Minor fabrication., painting, earthing materials",L.S.,1.0,810.0,810.0,paint,Short (6-12 months),Monthly,3-5 days,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,5,"Permanent earthing system by use of Pipe in pipe arrangment, with earthing materials Bentonite clay, salt, coal etc",No,2.0,6607.0,13214.0,pipes,Long (>5 years),As needed,2-3 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,6,GI Pipe 20 mm,No,15.0,70.08,1051.2,pipes,Long (>5 years),As needed,2-3 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,7,16 mm 2 Single core multistrand copper Armored cable.,rmt,15.0,109.0,1635.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,8,CT Box SMC Type Meter Box (Hinge Type) Size: 400X300X190 mm,No,1.0,755.0,755.0,other,Variable,As needed,1-2 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,9,Relay Box MS fabricated with powder coating suitable for outdoor installation of Relay.,No.,1.0,1164.0,1164.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
1018,22 KV SPECIAL DESIGNED TRANSFORMER TO AG. FEEDER,10,"1"" PVC pipe for laying control cable",rmt,25.0,73.0,1825.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0813,Cost Data for laying of 1 Km. 22 KV 3 C 300 Sqmm XLPE under ground Cable,1,"XLPE Cable 22 KV, 3 C / 300 mm sq.",Rmt,1000.0,1464.0,1464000.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0813,Cost Data for laying of 1 Km. 22 KV 3 C 300 Sqmm XLPE under ground Cable,2,R.C.C. Pipe 150 mm 2 M,No,30.0,572.0,17160.0,pipes,Long (>5 years),As needed,2-3 weeks,No,0
0813,Cost Data for laying of 1 Km. 22 KV 3 C 300 Sqmm XLPE under ground Cable,3,Half round cement pipe ( 150mm X 1mtr),No.,940.0,110.0,103400.0,cement,Medium (3-6 months),Monthly,1 week,No,0
0813,Cost Data for laying of 1 Km. 22 KV 3 C 300 Sqmm XLPE under ground Cable,4,22 kV Heat shrik Straight through joint (AI) kit for XLPE 3 C X 300 sqmm,No.,2.0,24600.0,49200.0,other,Variable,As needed,1-2 weeks,No,0
0813,Cost Data for laying of 1 Km. 22 KV 3 C 300 Sqmm XLPE under ground Cable,5,22 kV Heat shrik Outdoor termination joint (AI) kit for XLPE 3 C X 300 sqmm,No.,2.0,13715.0,27430.0,other,Variable,As needed,1-2 weeks,No,0
0813,Cost Data for laying of 1 Km. 22 KV 3 C 300 Sqmm XLPE under ground Cable,6,Sand,Cmt,250.0,222.0,55500.0,other,Variable,As needed,1-2 weeks,No,0
0813,Cost Data for laying of 1 Km. 22 KV 3 C 300 Sqmm XLPE under ground Cable,7,Misc. for XLPE U/G Cable,LS,1.0,1050.0,1050.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1,Material Cost for Express/Highway Crossing work,LS,1.0,161019.7,161019.7,other,Variable,As needed,1-2 weeks,Yes,21
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,"RSJ 152x152, 13 m long",No.,4.0,21562.0,86248.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,M.S.Channel 75x40x6 mm,Kg.,80.0,51.8,4144.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,MS Channel 100x50x6 mm,Kg.,100.0,51.8,5180.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,MS angle 50x50x6 mm,kg.,22.0,51.8,1139.6,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,M.S.Flat 50 x 6 mm,kg.,24.0,48.5,1164.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,AAAC 232 mm2,mtr.,100.0,127.4,12740.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,633 kV Pin Insulators with G.I. Pins,NO.,6.0,541.0,3246.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,Disc Insulator 11 KV 45 KN,NO.,36.0,244.0,8784.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,Strain Hardware for AAAC232 sq.mm.,No.,12.0,603.0,7236.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,H.T.Stay Set,No,4.0,598.0,2392.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,G.I.Stay Wire 7/4mm(8 SWG),kg.,20.0,57.45,1149.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,Earthing Sets H.T,No.,4.0,342.0,1368.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,Danger Board in yard.,No.,4.0,50.0,200.0,lumber,Medium (1-2 years),Bi-monthly,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,G.I.Wire 8 SWG/ 6 SWG,Kg.,25.0,57.4,1435.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,G.I.Barbed Wire 'A' type.,kg.,30.0,64.27,1928.1,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,Black Bituminus Paint,Ltr.,2.0,85.0,170.0,paint,Short (6-12 months),Monthly,3-5 days,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,Red Oxide Paint for 2 coats,Ltr.,6.0,85.0,510.0,paint,Short (6-12 months),Monthly,3-5 days,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,Aluminium Paint for 1 coat,Ltr.,4.0,113.0,452.0,paint,Short (6-12 months),Monthly,3-5 days,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,Concreting ration 1:3:6,CMT.,4.0,3027.0,12108.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,Sundries,L.S.,1.0,810.0,810.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1-SUB,Wedge connectors a) PANTHER TO PANTHER or equivalent AAAC,No,12.0,718.0,8616.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",1,Transportation on material,%,4.0,0,6441.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",2,T&P on material cost,%,1.0,0,1610.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",3,Contigencies on material,%,2.5,0,4025.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",5,Erection cost on material,%,15.0,0,24153.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",6,Contractor supervision charges on material,%,5.0,0,8051.0,other,Variable,As needed,1-2 weeks,No,0
0725,"Express/Highway Crossing with 232 sqmm AAAC Coductor on 152 X 152, 13 mtr RSJ Poles",7,"Insurance, Labour & Finance Cost",%,3.0,0,4831.0,other,Variable,As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,1,"RSJ 116x100, 11 m long",No.,17.0,11311.0,192287.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,2,"RSJ 116x100, 10 m long",No.,2.0,10283.0,20566.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,3,MS Channel 100x50x6 mm,Kg.,132.0,51.8,6837.6,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,4,M.S.Channel 75x40x6 mm,Kg.,91.0,51.8,4713.8,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,5,MS angle 50x50x6 mm,Kg.,54.0,51.8,2797.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,6,M.S. Flats(50 X 10mm),Kg.,36.0,48.5,1746.0,other,Variable,As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,7,33 kV Pin Insulators with G.I. Pins,No.,42.0,541.0,22722.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,8,33 KV V Cross Arms,No.,14.0,906.0,12684.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,9,33 KV Top Fitting,No.,14.0,382.0,5348.0,other,Variable,As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,10,G.I.Nut Bolts,Kg.,80.0,82.9,6632.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,11,Disc Insulator 11 KV 70 KN,No.,54.0,344.0,18576.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,12,Strain Hardware for Dog0.1 or Equ.AAAC.,No.,18.0,322.0,5796.0,other,Variable,As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,13,AAAC 100 mm2,Rmt,3150.0,51.82,163233.0,other,Variable,As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,14,H.T.Stay Set,No.,6.0,598.0,3588.0,other,Variable,As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,15,G.I.Stay Wire 7/4mm(8 SWG),Kg.,60.0,57.45,3447.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,16,G.I.Wire 8 SWG/ 6 SWG,Kg.,130.0,57.4,7462.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,17,Steve Joints,No.,3.0,115.0,345.0,other,Variable,As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,18,Danger Board in yard.,No.,17.0,50.0,850.0,lumber,Medium (1-2 years),Bi-monthly,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,19,Earthing Sets H.T,No.,17.0,342.0,5814.0,other,Variable,As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,20,Concreting ration 1:3:6,cmt.,17.5,3027.0,52972.5,other,Variable,As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,21,G.I.Barbed Wire .X type.,Kg.,80.0,64.27,5141.6,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,22,Black bituminus paint.,Ltr.,6.0,85.0,510.0,paint,Short (6-12 months),Monthly,3-5 days,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,23,Red Oxide Paint for 2 coats,Ltr.,20.0,85.0,1700.0,paint,Short (6-12 months),Monthly,3-5 days,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,24,Aluminium Paint for 1 coat,Ltr.,9.0,113.0,1017.0,paint,Short (6-12 months),Monthly,3-5 days,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,25,Sundries,LS,1.0,810.0,810.0,other,Variable,As needed,1-2 weeks,No,0
0718,Cost data for 33 KV S/C Line Pin type with 100 mm2 AAAC lines on 100 X 116 mm 11 mtr. RSJ Poles,a,DOG TO DOG or equivalent AAAC,No,18.0,559.0,10062.0,other,Variable,As needed,1-2 weeks,No,0
0201,"Cost data for Augmentation of 33/11 KV, 1x3.15 MVA to 1x5 MVA Power T/F ( Outdoor)[If associated switch gears available]",1,"Power Transformer 33/11 KV, 5 MVA",No,1.0,3003469.0,3003469.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),1,33 KV Lightning Arrestors (Station type),Set,2.0,13571.0,27142.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),2,33 KV Isolators with EB (800 A),Set,1.0,55190.0,55190.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),3,33 KV Isolators without EB (800 Amp.),Set,3.0,50510.0,151530.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),4,33 KV Post Insulator,Nos,3.0,918.0,2754.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),5,Gantry Structure/Steel section for 33 KV Bus as per Sheet No. 1,Nos,1.0,121541.0,121541.0,steel,Long (>5 years),Quarterly,2-3 weeks,Yes,2
0102,33/11 KV 1x10 MVA New S/S (Outdoor),5-SUB,Column type HG(4 Nos.)-496.0 kg.,MT,1.984,48500.0,96224.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),5-SUB,Beam type HA(2 Nos.)-261.0 Kg.,MT,0.522,48500.0,25317.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),6,Disc Insulator 11 KV 70 KN,Nos,18.0,344.0,6192.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),7,AAAC 232 mm2,MTR,200.0,127.4,25480.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),8,Strain Hardware for AAAC232 sq.mm.,Nos,6.0,603.0,3618.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),9,Earthing complete as per Sheet no. 2,Set,1.0,267210.0,267210.0,other,Variable,As needed,1-2 weeks,Yes,6
0102,33/11 KV 1x10 MVA New S/S (Outdoor),9-SUB,M.S.Flat 50 x 6 mm,Kg.,2000.0,48.5,97000.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),9-SUB,Earthing Sets H.T of C.I.pipe 150 mm 3 mtr.,No.,22.0,6300.0,138600.0,pipes,Long (>5 years),As needed,2-3 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),9-SUB,Coal,Kg.,1400.0,15.0,21000.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),9-SUB,Salt,Kg.,1400.0,7.0,9800.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),9-SUB,RCC Ring work for earthing pits,No.,0.0,266.0,0.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),9-SUB,Sundries,L.S.,1.0,810.0,810.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),10,"Power Transformer 33/11 KV, 10 MVA",No,1.0,4687202.0,4687202.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),11,33 KV P.T.,Nos,3.0,18876.0,56628.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),12,33 kV C. T. (400-200/1-1-1),Nos,3.0,25011.0,75033.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),13,33 KV VCB complete 1600 Amp (O.D.),Set,1.0,204195.0,204195.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),14,C&R panel for 33 KV Transformer with Diff. Protection,No,1.0,62334.0,62334.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),15,33 kV Pin Insulators with G.I. Pins,Nos,6.0,541.0,3246.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),16,Structure for 33 KV CT & PT as per Sheet no. 3,No,1.0,48071.0,48071.0,other,Variable,As needed,1-2 weeks,Yes,5
0102,33/11 KV 1x10 MVA New S/S (Outdoor),16-SUB,Structure for 33 KV PT,Kg.,315.0,51.8,16317.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),16-SUB,Structure for 33 KV CT,Kg.,360.0,51.8,18648.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),16-SUB,Structure for 33 KV L.A.,Kg.,155.0,51.8,8029.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),16-SUB,Structure for Power T/F Neutral Earthing,Kg.,50.0,51.8,2590.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),16-SUB,G.I.Nut Bolts,Kg.,30.0,82.9,2487.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),17,G.I.Nut Bolts,KG,150.0,82.9,12435.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),18,"11 kv 250 MVA OD Switchgears comprising of 1 Incomer and 3 single feeder with associated OD panels, Islators, C.T. & P.T. etc.",Set,1.0,852243.0,852243.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),19,L.As. 11 KV (Gapless type) with disconector,Set,1.0,1268.0,1268.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20,Take off structure for 3 outgoing feeder as per Sheet no. 4,No.,1.0,327608.2,327608.2,other,Variable,As needed,1-2 weeks,Yes,17
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,"RSJ 116x100, 9 m long",Nos.,6.0,9254.0,55524.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,MS Channel 100x50x6 mm,Kg.,1610.0,51.8,83398.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,MS angle 50x50x6 mm,Kg.,100.0,51.8,5180.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,MS Flat 75x10 mm,Kg.,80.0,48.5,3880.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,"11KV A.B. Switch, 400 A",Nos.,3.0,9240.0,27720.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,Disc Insulator 11 KV 70 KN,Nos.,36.0,344.0,12384.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,Strain Hardware for AAAC232 sq.mm.,Nos.,36.0,603.0,21708.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,11 kV Pin Insulators with G.I. Pins,Nos.,9.0,135.0,1215.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,Earthing Sets H.T,Sets,3.0,342.0,1026.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,L.As. 11 KV (Gapless type) with disconector,Sets,3.0,1268.0,3804.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,AAAC 232 mm2,Rmt.,150.0,127.4,19110.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,G.I.Strip (25 X 3 mm),Kg.,40.0,66.78,2671.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,G.I.Nut Bolts,Kg.,50.0,82.9,4145.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,Concreting ration 1:3:6,Cmt.,4.0,3027.0,12108.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,PANTHER TO PANTHER or equivalent AAAC,Nos.,18.0,718.0,12924.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,T-Connector for 200 sq mm conductor(Compression type),Nos.,18.0,3352.0,60336.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),20-SUB,Miscelleneous material,LS,1.0,475.0,475.0,other,Variable,As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),21,11 kV Pin Insulators with G.I. Pins,No.,12.0,135.0,1620.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0102,33/11 KV 1x10 MVA New S/S (Outdoor),22,Clamps and Connectors as per Sheet no. 5,No.,1.0,189486.0,189486.0,other,Variable,As needed,1-2 weeks,Yes,7
